date,row_id,row_name,total_list_size
01/07/2021,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2693345
01/08/2021,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1800616
01/08/2021,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1470431
01/08/2021,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,811243
01/08/2021,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1247848
01/08/2021,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1062444
01/08/2021,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1555961
01/08/2021,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3128225
01/08/2021,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1103991
01/08/2021,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1041016
01/08/2021,QJK,NHS DEVON INTEGRATED CARE BOARD,1260595
01/08/2021,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,800526
01/08/2021,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1172151
01/08/2021,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2035233
01/08/2021,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1947865
01/08/2021,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1604357
01/08/2021,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2313394
01/08/2021,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1715557
01/08/2021,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1077072
01/08/2021,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1164902
01/08/2021,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,806197
01/08/2021,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1806864
01/08/2021,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",515076
01/08/2021,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3120957
01/08/2021,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1766982
01/08/2021,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",972967
01/08/2021,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,806372
01/08/2021,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,669875
01/08/2021,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1907590
01/08/2021,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2702283
01/08/2021,QSL,NHS SOMERSET INTEGRATED CARE BOARD,591343
01/08/2021,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1223061
01/08/2021,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,595037
01/08/2021,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1919368
01/08/2021,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1281695
01/08/2021,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1001630
01/08/2021,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1046750
01/08/2021,QVV,NHS DORSET INTEGRATED CARE BOARD,814403
01/08/2021,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1718524
01/08/2021,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2602979
01/08/2021,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1034274
01/08/2021,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1118100
01/08/2021,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2695605
01/09/2021,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1802057
01/09/2021,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1470486
01/09/2021,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,812154
01/09/2021,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1249139
01/09/2021,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1064649
01/09/2021,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1557891
01/09/2021,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3129211
01/09/2021,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1104791
01/09/2021,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1042132
01/09/2021,QJK,NHS DEVON INTEGRATED CARE BOARD,1261032
01/09/2021,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,801218
01/09/2021,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1172475
01/09/2021,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2036605
01/09/2021,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1950284
01/09/2021,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1606451
01/09/2021,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2319153
01/09/2021,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1717454
01/09/2021,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1077940
01/09/2021,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1165663
01/09/2021,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,806945
01/09/2021,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1808199
01/09/2021,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",515695
01/09/2021,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3124256
01/09/2021,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1767079
01/09/2021,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",974125
01/09/2021,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,806948
01/09/2021,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,670634
01/09/2021,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1907310
01/09/2021,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2709523
01/09/2021,QSL,NHS SOMERSET INTEGRATED CARE BOARD,592336
01/09/2021,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1223379
01/09/2021,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,595640
01/09/2021,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1921966
01/09/2021,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1281637
01/09/2021,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1002436
01/09/2021,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1047258
01/09/2021,QVV,NHS DORSET INTEGRATED CARE BOARD,814831
01/09/2021,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1719113
01/09/2021,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2601744
01/09/2021,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1035423
01/09/2021,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1119355
01/09/2021,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2698499
01/10/2021,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1803920
01/10/2021,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1476671
01/10/2021,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,812712
01/10/2021,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1248972
01/10/2021,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1065759
01/10/2021,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1558834
01/10/2021,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3132458
01/10/2021,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1105503
01/10/2021,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1042188
01/10/2021,QJK,NHS DEVON INTEGRATED CARE BOARD,1264796
01/10/2021,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,801457
01/10/2021,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1175420
01/10/2021,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2038754
01/10/2021,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1952120
01/10/2021,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1606280
01/10/2021,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2325553
01/10/2021,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1724517
01/10/2021,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1079483
01/10/2021,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1166953
01/10/2021,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,806690
01/10/2021,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1810541
01/10/2021,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",516452
01/10/2021,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3131662
01/10/2021,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1767414
01/10/2021,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",974548
01/10/2021,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,807447
01/10/2021,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,671720
01/10/2021,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1908852
01/10/2021,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2719514
01/10/2021,QSL,NHS SOMERSET INTEGRATED CARE BOARD,592863
01/10/2021,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1233085
01/10/2021,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,596230
01/10/2021,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1928269
01/10/2021,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1282068
01/10/2021,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1004323
01/10/2021,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1049891
01/10/2021,QVV,NHS DORSET INTEGRATED CARE BOARD,816948
01/10/2021,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1719922
01/10/2021,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2607572
01/10/2021,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1042097
01/10/2021,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1120562
01/10/2021,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2702059
01/11/2021,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1807693
01/11/2021,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1478857
01/11/2021,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,812974
01/11/2021,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1249331
01/11/2021,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1067274
01/11/2021,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1560834
01/11/2021,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3138671
01/11/2021,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1105868
01/11/2021,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1042934
01/11/2021,QJK,NHS DEVON INTEGRATED CARE BOARD,1267830
01/11/2021,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,802817
01/11/2021,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1177983
01/11/2021,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2041659
01/11/2021,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1954854
01/11/2021,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1606942
01/11/2021,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2333359
01/11/2021,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1732350
01/11/2021,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1080254
01/11/2021,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1167590
01/11/2021,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,807310
01/11/2021,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1812387
01/11/2021,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",517023
01/11/2021,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3138205
01/11/2021,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1770373
01/11/2021,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",975680
01/11/2021,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,808071
01/11/2021,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,672195
01/11/2021,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1912839
01/11/2021,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2731518
01/11/2021,QSL,NHS SOMERSET INTEGRATED CARE BOARD,593144
01/11/2021,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1236160
01/11/2021,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,596638
01/11/2021,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1931700
01/11/2021,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1282818
01/11/2021,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1008074
01/11/2021,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1052375
01/11/2021,QVV,NHS DORSET INTEGRATED CARE BOARD,817607
01/11/2021,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1721246
01/11/2021,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2611822
01/11/2021,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1045052
01/11/2021,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1121074
01/11/2021,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2705889
01/12/2021,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1809614
01/12/2021,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1479984
01/12/2021,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,813751
01/12/2021,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1249966
01/12/2021,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1069465
01/12/2021,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1564525
01/12/2021,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3143488
01/12/2021,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1106741
01/12/2021,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1044470
01/12/2021,QJK,NHS DEVON INTEGRATED CARE BOARD,1269288
01/12/2021,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,803705
01/12/2021,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1179958
01/12/2021,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2044900
01/12/2021,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1956913
01/12/2021,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1608105
01/12/2021,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2339566
01/12/2021,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1737523
01/12/2021,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1080943
01/12/2021,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1168521
01/12/2021,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,808416
01/12/2021,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1814816
01/12/2021,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",517728
01/12/2021,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3144297
01/12/2021,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1773446
01/12/2021,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",976926
01/12/2021,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,808878
01/12/2021,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,672783
01/12/2021,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1915868
01/12/2021,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2741383
01/12/2021,QSL,NHS SOMERSET INTEGRATED CARE BOARD,593370
01/12/2021,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1238054
01/12/2021,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,597226
01/12/2021,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1935132
01/12/2021,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1284085
01/12/2021,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1010218
01/12/2021,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1055041
01/12/2021,QVV,NHS DORSET INTEGRATED CARE BOARD,818467
01/12/2021,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1724104
01/12/2021,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2614662
01/12/2021,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1047254
01/12/2021,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1122019
01/12/2021,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2709289
01/01/2022,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1810867
01/01/2022,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1478791
01/01/2022,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,814356
01/01/2022,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1250281
01/01/2022,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1072162
01/01/2022,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1566294
01/01/2022,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3145436
01/01/2022,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1107320
01/01/2022,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1045626
01/01/2022,QJK,NHS DEVON INTEGRATED CARE BOARD,1269915
01/01/2022,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,804382
01/01/2022,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1182710
01/01/2022,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2047004
01/01/2022,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1958865
01/01/2022,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1609235
01/01/2022,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2346009
01/01/2022,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1742487
01/01/2022,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1081228
01/01/2022,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1169012
01/01/2022,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,809260
01/01/2022,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1817280
01/01/2022,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",518272
01/01/2022,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3148881
01/01/2022,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1774388
01/01/2022,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",978455
01/01/2022,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,809756
01/01/2022,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,673541
01/01/2022,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1917890
01/01/2022,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2751843
01/01/2022,QSL,NHS SOMERSET INTEGRATED CARE BOARD,593933
01/01/2022,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1239418
01/01/2022,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,597245
01/01/2022,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1937531
01/01/2022,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1285391
01/01/2022,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1011681
01/01/2022,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1057251
01/01/2022,QVV,NHS DORSET INTEGRATED CARE BOARD,819004
01/01/2022,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1726248
01/01/2022,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2616677
01/01/2022,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1048561
01/01/2022,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1122836
01/01/2022,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2710981
01/02/2022,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1812254
01/02/2022,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1479384
01/02/2022,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,814745
01/02/2022,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1251063
01/02/2022,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1074080
01/02/2022,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1568006
01/02/2022,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3147063
01/02/2022,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1108053
01/02/2022,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1046308
01/02/2022,QJK,NHS DEVON INTEGRATED CARE BOARD,1270207
01/02/2022,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,804729
01/02/2022,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1185928
01/02/2022,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2049910
01/02/2022,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1960701
01/02/2022,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1610421
01/02/2022,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2350561
01/02/2022,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1745349
01/02/2022,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1081121
01/02/2022,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1169719
01/02/2022,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,809839
01/02/2022,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1817903
01/02/2022,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",518658
01/02/2022,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3153352
01/02/2022,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1775203
01/02/2022,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",979331
01/02/2022,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,810925
